,predict
533,1
534,1
535,0
536,1
537,0
538,0
539,0
540,1
541,0
542,2
543,0
544,0
545,0
546,0
547,1
548,0
549,1
550,1
551,1
552,1
553,1
554,1
555,1
556,1
557,0
558,0
559,1
560,1
561,0
562,1
563,1
564,0
565,0
566,1
567,0
568,1
569,0
570,1
571,1
572,0
573,1
574,0
575,1
576,0
577,1
578,1
579,1
580,0
581,0
582,0
583,1
584,0
585,0
586,0
587,0
588,0
589,0
590,1
591,0
592,0
593,0
594,0
595,0
596,0
597,0
598,0
599,0
600,0
601,0
602,0
603,1
604,0
605,1
606,0
607,1
608,0
609,1
610,1
611,1
612,0
613,0
614,1
615,0
616,0
617,2
618,0
619,0
620,0
621,0
622,0
623,0
624,2
625,2
626,0
627,1
628,0
629,1
630,0
631,0
632,1
633,0
634,1
635,1
636,0
637,0
638,0
639,0
640,0
641,0
642,1
643,0
644,1
645,1
646,1
647,0
648,1
649,1
650,1
651,0
652,2
653,0
654,1
655,0
656,0
657,1
658,0
659,0
660,0
661,0
662,0
663,0
664,0
665,0
666,0
667,0
668,1
669,0
670,0
671,1
672,1
673,0
674,2
675,0
676,1
677,0
678,0
679,0
680,0
681,0
682,0
683,1
684,0
685,2
686,1
687,0
688,0
689,2
690,2
691,1
692,0
693,0
694,1
695,1
696,0
697,1
698,2
699,1
700,0
701,0
702,0
703,1
704,0
705,0
706,1
707,1
708,0
709,0
710,0
711,2
712,1
713,0
714,1
715,2
716,1
717,0
718,0
719,2
720,1
721,1
722,1
723,1
724,1
725,1
726,1
727,1
728,1
729,1
730,2
731,0
732,0
733,0
734,0
735,1
736,0
737,1
738,0
739,0
740,0
741,0
742,0
743,0
744,1
745,1
746,0
747,1
748,1
749,1
750,1
751,0
752,0
753,0
754,1
755,1
756,1
757,1
758,2
759,0
760,1
761,1
762,0
763,1
764,1
765,1
766,1
767,0
768,0
769,1
770,1
771,0
772,0
773,0
774,1
775,1
776,0
777,1
778,1
779,1
780,0
781,1
782,0
783,0
784,1
785,0
786,0
787,1
788,1
789,1
790,2
791,2
792,1
793,0
794,1
795,1
796,0
797,0
798,0
799,0
800,0
801,1
802,0
803,0
804,2
805,1
806,2
807,1
808,1
809,1
810,1
811,1
812,1
813,1
814,1
815,1
816,1
817,1
818,0
819,0
820,1
821,1
822,1
823,1
824,1
825,0
826,0
827,1
828,1
829,0
830,1
831,1
832,1
833,1
834,1
835,2
836,1
837,0
838,1
839,2
840,1
841,1
842,2
843,1
844,0
845,1
846,0
847,0
848,2
849,1
850,1
851,0
852,0
853,0
854,1
855,0
856,0
857,0
858,0
859,0
860,0
861,1
862,0
863,0
864,0
865,0
866,0
867,1
868,1
869,0
870,1
871,2
872,2
873,0
874,0
875,0
876,1
877,0
878,0
879,0
880,1
881,0
882,2
883,1
884,1
885,1
886,1
887,1
888,0
889,0
890,0
891,0
892,0
893,1
894,1
895,1
896,1
897,1
898,2
899,1
900,0
901,1
902,1
903,0
904,2
905,1
906,1
907,0
908,2
909,1
910,2
911,1
912,1
913,1
914,2
915,0
916,1
917,0
918,1
919,1
920,2
921,0
922,0
923,0
924,0
925,0
926,1
927,0
928,1
929,1
930,0
931,0
932,0
933,1
934,2
935,1
936,0
937,1
938,0
939,0
940,2
941,1
942,0
943,1
944,0
945,0
946,0
947,1
948,1
949,1
950,2
951,1
952,2
953,0
954,1
955,1
956,0
957,1
958,1
959,2
960,0
961,0
962,0
963,1
964,1
965,0
966,0
967,0
968,1
969,0
970,0
971,1
972,1
973,0
974,0
975,0
976,0
977,2
978,0
979,0
980,1
981,1
982,1
983,1
984,2
985,2
986,0
987,0
988,1
989,0
990,1
991,1
992,2
993,1
994,2
995,1
996,1
997,1
998,1
999,1
1000,1
1001,1
1002,2
1003,2
1004,1
1005,1
1006,0
1007,0
1008,0
1009,0
1010,1
1011,0
1012,0
1013,1
1014,0
1015,0
1016,0
1017,0
1018,1
1019,0
1020,0
1021,0
1022,0
1023,0
1024,1
1025,0
1026,1
1027,1
1028,0
1029,0
1030,0
1031,0
1032,1
1033,1
1034,0
1035,1
1036,0
1037,1
1038,1
1039,1
1040,1
1041,1
1042,1
1043,1
1044,1
1045,2
1046,0
1047,0
1048,2
1049,1
1050,1
1051,1
1052,1
1053,0
1054,1
1055,1
1056,1
1057,1
1058,0
1059,0
1060,1
1061,0
1062,0
1063,1
1064,0
1065,0
1066,0
1067,0
1068,0
1069,1
1070,1
1071,1
1072,0
1073,1
1074,0
1075,1
1076,0
1077,0
1078,1
1079,1
1080,1
1081,0
1082,2
1083,0
1084,0
1085,1
1086,0
1087,0
1088,0
1089,2
1090,2
1091,1
1092,0
1093,1
1094,0
1095,1
1096,1
1097,1
1098,2
1099,0
1100,1
1101,0
1102,2
1103,1
1104,1
1105,0
1106,0
1107,1
1108,0
1109,0
1110,1
1111,2
1112,2
1113,1
1114,0
1115,1
1116,0
1117,0
1118,0
1119,1
1120,0
1121,0
1122,0
1123,1
1124,0
1125,1
1126,1
1127,1
1128,1
1129,0
1130,0
1131,1
1132,2
1133,1
1134,0
1135,2
1136,1
1137,0
1138,1
1139,1
1140,1
1141,1
1142,1
1143,1
1144,0
1145,0
1146,0
1147,1
1148,0
1149,0
1150,0
1151,0
1152,2
1153,1
1154,0
1155,0
1156,0
1157,0
1158,0
1159,1
1160,1
1161,1
1162,0
1163,0
1164,0
1165,0
1166,0
1167,1
1168,0
1169,0
1170,2
1171,0
1172,1
1173,1
1174,0
1175,1
1176,1
1177,0
1178,1
1179,0
1180,1
1181,1
1182,0
1183,1
1184,0
1185,0
1186,1
1187,2
1188,1
1189,1
1190,2
1191,1
1192,0
1193,1
1194,0
1195,0
1196,2
1197,1
1198,1
1199,1
